date,prev,top3_true,top3_stale,gate_true,gate_stale,top3_differs,gate_differs,composition_flip,fwd1m_true_minus_stale
2005-01-31,2005-01-28,,,True,True,False,False,False,
2005-02-28,2005-02-25,,,True,True,False,False,False,
2005-03-31,2005-03-30,,,True,True,False,False,False,
2005-04-29,2005-04-28,,,True,True,False,False,False,
2005-05-31,2005-05-27,,,True,True,False,False,False,
2005-06-30,2005-06-29,,,True,True,False,False,False,
2005-07-29,2005-07-28,,,True,True,False,False,False,
2005-08-31,2005-08-30,,,True,True,False,False,False,
2005-09-30,2005-09-29,,,True,True,False,False,False,
2005-10-31,2005-10-28,,,False,False,False,False,False,
2005-11-30,2005-11-29,,,False,False,False,False,False,
2005-12-30,2005-12-29,,,False,False,False,False,False,
2006-01-31,2006-01-30,GLD|SOXX|XLE,GLD|SOXX|XLE,False,False,False,False,False,
2006-02-28,2006-02-27,GLD|SOXX|XLE,GLD|SOXX|XLE,False,False,False,False,False,
2006-03-31,2006-03-30,GLD|SOXX|VGT,GLD|SOXX|VGT,False,False,False,False,False,
2006-04-28,2006-04-27,GLD|SOXX|XLE,GLD|SOXX|XLE,False,False,False,False,False,
2006-05-31,2006-05-30,GLD|SOXX|XLE,GLD|SOXX|XLE,False,False,False,False,False,
2006-06-30,2006-06-29,GLD|QQQ|XLE,GLD|QQQ|XLE,False,False,False,False,False,
2006-07-31,2006-07-28,GLD|SHY|XLE,GLD|SHY|XLE,False,False,False,False,False,
2006-08-31,2006-08-30,GLD|SHY|XLE,GLD|VGT|XLE,False,False,True,False,True,0.010147458408095649
2006-09-29,2006-09-28,GLD|IGV|XLK,GLD|IGV|XLK,False,False,False,False,False,
2006-10-31,2006-10-30,QQQ|XLE|XLK,IGV|XLE|XLK,False,False,True,False,True,0.0013986065810140183
2006-11-30,2006-11-29,IGV|XLE|XLK,IGV|XLE|XLK,False,False,False,False,False,
2006-12-29,2006-12-28,IGV|XLE|XLK,GLD|IGV|XLK,False,False,True,False,True,-0.00810221996902116
2007-01-31,2007-01-30,IGV|VGT|XLK,IGV|VGT|XLK,False,False,False,False,False,
2007-02-28,2007-02-27,GLD|IGV|QQQ,GLD|IGV|QQQ,False,False,False,False,False,
2007-03-30,2007-03-29,GLD|XLE|XLK,GLD|QQQ|XLE,False,False,True,False,True,-0.003075549827586649
2007-04-30,2007-04-27,GLD|QQQ|XLE,GLD|QQQ|XLE,False,False,False,False,False,
2007-05-31,2007-05-30,IGV|XLE|XLK,IGV|XLE|XLK,False,False,False,False,False,
2007-06-29,2007-06-28,VGT|XLE|XLK,VGT|XLE|XLK,False,False,False,False,False,
2007-07-31,2007-07-30,QQQ|XLE|XLK,QQQ|VGT|XLE,False,False,True,False,True,-0.0038594962091904467
2007-08-31,2007-08-30,QQQ|VGT|XLE,QQQ|XLE|XLK,False,False,True,False,True,-0.0005308832811342576
2007-09-28,2007-09-27,QQQ|XLE|XLK,QQQ|XLE|XLK,False,False,False,False,False,
2007-10-31,2007-10-30,GLD|QQQ|XLE,GLD|QQQ|XLE,False,False,False,False,False,
2007-11-30,2007-11-29,GLD|QQQ|XLE,GLD|QQQ|XLE,False,True,False,True,True,0.04407374322558308
2007-12-31,2007-12-28,GLD|QQQ|XLE,GLD|QQQ|XLE,True,True,False,False,False,
2008-01-31,2008-01-30,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2008-02-29,2008-02-28,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2008-03-31,2008-03-28,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2008-04-30,2008-04-29,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2008-05-30,2008-05-29,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2008-06-30,2008-06-27,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2008-07-31,2008-07-30,IGV|SHY|XLE,IGV|QQQ|XLE,True,True,True,False,False,
2008-08-29,2008-08-28,IGV|QQQ|SHY,IGV|QQQ|XLE,True,True,True,False,False,
2008-09-30,2008-09-29,GLD|IGV|SHY,GLD|IGV|SHY,True,True,False,False,False,
2008-10-31,2008-10-30,GLD|IGV|SHY,GLD|IGV|SHY,True,True,False,False,False,
2008-11-28,2008-11-26,GLD|SHY|XLK,GLD|SHY|XLK,True,True,False,False,False,
2008-12-31,2008-12-30,GLD|IGV|SHY,GLD|IGV|SHY,True,True,False,False,False,
2009-01-30,2009-01-29,GLD|QQQ|SHY,GLD|QQQ|SHY,True,True,False,False,False,
2009-02-27,2009-02-26,GLD|SHY|XLK,GLD|QQQ|SHY,True,True,True,False,False,
2009-03-31,2009-03-30,GLD|SHY|XLK,GLD|SHY|XLK,True,True,False,False,False,
2009-04-30,2009-04-29,GLD|IGV|VGT,GLD|IGV|VGT,True,True,False,False,False,
2009-05-29,2009-05-28,GLD|QQQ|VGT,GLD|IGV|VGT,False,True,True,True,True,-0.001119424406693298
2009-06-30,2009-06-29,GLD|IGV|VGT,SOXX|VGT|XLK,False,False,True,False,True,-0.048760048668081125
2009-07-31,2009-07-30,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2009-08-31,2009-08-28,SOXX|VGT|XLK,GLD|SOXX|VGT,False,False,True,False,True,-0.005435191924783853
2009-09-30,2009-09-29,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2009-10-30,2009-10-29,GLD|QQQ|VGT,QQQ|VGT|XLK,False,False,True,False,True,0.02685460021793512
2009-11-30,2009-11-27,SOXX|VGT|XLK,QQQ|VGT|XLK,False,False,True,False,True,0.02159208378792698
2009-12-31,2009-12-30,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2010-01-29,2010-01-28,GLD|QQQ|VGT,GLD|QQQ|VGT,False,False,False,False,False,
2010-02-26,2010-02-25,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2010-03-31,2010-03-30,QQQ|SOXX|VGT,QQQ|VGT|XLK,False,False,True,False,True,0.00277074992286519
2010-04-30,2010-04-29,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2010-05-28,2010-05-27,QQQ|SOXX|VGT,QQQ|SOXX|VGT,True,False,False,True,True,0.06768331735889616
2010-06-30,2010-06-29,GLD|QQQ|SOXX,GLD|QQQ|SOXX,True,True,False,False,False,
2010-07-30,2010-07-29,GLD|IGV|QQQ,GLD|IGV|QQQ,True,True,False,False,False,
2010-08-31,2010-08-30,GLD|IGV|QQQ,GLD|IGV|QQQ,True,True,False,False,False,
2010-09-30,2010-09-29,GLD|IGV|QQQ,GLD|IGV|QQQ,False,False,False,False,False,
2010-10-29,2010-10-28,GLD|IGV|QQQ,GLD|IGV|QQQ,False,False,False,False,False,
2010-11-30,2010-11-29,IGV|QQQ|XLE,IGV|QQQ|SOXX,False,False,True,False,True,0.013580518416235143
2010-12-31,2010-12-30,IGV|QQQ|XLE,IGV|QQQ|XLE,False,False,False,False,False,
2011-01-31,2011-01-28,IGV|SOXX|XLE,IGV|SOXX|XLE,False,False,False,False,False,
2011-02-28,2011-02-25,IGV|SOXX|XLE,QQQ|SOXX|XLE,False,False,True,False,True,0.0068670051596893805
2011-03-31,2011-03-30,IGV|SOXX|XLE,IGV|SOXX|XLE,False,False,False,False,False,
2011-04-29,2011-04-28,IGV|SOXX|XLE,GLD|IGV|XLE,False,False,True,False,True,-0.00016068869998363614
2011-05-31,2011-05-27,IGV|QQQ|XLE,IGV|QQQ|XLE,False,False,False,False,False,
2011-06-30,2011-06-29,IGV|QQQ|XLE,IGV|QQQ|XLE,False,False,False,False,False,
2011-07-29,2011-07-28,GLD|QQQ|XLE,GLD|QQQ|XLE,False,False,False,False,False,
2011-08-31,2011-08-30,GLD|QQQ|VGT,GLD|QQQ|VGT,True,True,False,False,False,
2011-09-30,2011-09-29,GLD|QQQ|SHY,GLD|QQQ|XLK,True,True,True,False,False,
2011-10-31,2011-10-28,GLD|QQQ|XLE,GLD|QQQ|XLE,True,False,False,True,True,-0.0012904303196982951
2011-11-30,2011-11-29,GLD|QQQ|XLK,GLD|QQQ|XLK,True,True,False,False,False,
2011-12-30,2011-12-29,GLD|QQQ|SHY,GLD|QQQ|SHY,False,False,False,False,False,
2012-01-31,2012-01-30,GLD|QQQ|VGT,GLD|QQQ|XLK,False,False,True,False,True,-0.0013201407345233979
2012-02-29,2012-02-28,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2012-03-30,2012-03-29,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2012-04-30,2012-04-27,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2012-05-31,2012-05-30,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2012-06-29,2012-06-28,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2012-07-31,2012-07-30,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2012-08-31,2012-08-30,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2012-09-28,2012-09-27,QQQ|XLE|XLK,QQQ|XLE|XLK,False,False,False,False,False,
2012-10-31,2012-10-26,QQQ|SHY|XLK,QQQ|XLE|XLK,False,False,True,False,True,-0.003369568604893028
2012-11-30,2012-11-29,QQQ|XLE|XLK,QQQ|XLE|XLK,False,False,False,False,False,
2012-12-31,2012-12-28,GLD|IGV|QQQ,IGV|QQQ|XLE,False,False,True,False,True,-0.0318020332171446
2013-01-31,2013-01-30,IGV|QQQ|XLE,IGV|QQQ|XLE,False,False,False,False,False,
2013-02-28,2013-02-27,IGV|QQQ|XLE,IGV|QQQ|XLE,False,False,False,False,False,
2013-03-28,2013-03-27,IGV|SOXX|XLE,IGV|SOXX|XLE,False,False,False,False,False,
2013-04-30,2013-04-29,IGV|SOXX|XLE,IGV|SOXX|XLE,False,False,False,False,False,
2013-05-31,2013-05-30,IGV|SOXX|XLE,QQQ|SOXX|XLE,False,False,True,False,True,0.0015538204524794368
2013-06-28,2013-06-27,QQQ|SOXX|XLE,QQQ|SOXX|XLE,False,False,False,False,False,
2013-07-31,2013-07-30,IGV|QQQ|SOXX,IGV|QQQ|SOXX,False,False,False,False,False,
2013-08-30,2013-08-29,IGV|QQQ|SOXX,IGV|QQQ|SOXX,False,False,False,False,False,
2013-09-30,2013-09-27,IGV|QQQ|SOXX,IGV|QQQ|SOXX,False,False,False,False,False,
2013-10-31,2013-10-30,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2013-11-29,2013-11-27,IGV|QQQ|SOXX,IGV|QQQ|SOXX,False,False,False,False,False,
2013-12-31,2013-12-30,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2014-01-31,2014-01-30,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2014-02-28,2014-02-27,QQQ|SOXX|VGT,IGV|QQQ|SOXX,False,False,True,False,True,0.010945751314031056
2014-03-31,2014-03-28,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2014-04-30,2014-04-29,QQQ|SOXX|VGT,SOXX|VGT|XLK,False,False,True,False,True,0.002494030662172228
2014-05-30,2014-05-29,SOXX|VGT|XLK,QQQ|SOXX|VGT,False,False,True,False,True,-0.005324491941050162
2014-06-30,2014-06-27,SOXX|VGT|XLE,SOXX|XLE|XLK,False,False,True,False,True,-0.005484673788133006
2014-07-31,2014-07-30,SOXX|XLE|XLK,QQQ|SOXX|XLK,False,False,True,False,True,-0.009121488148299252
2014-08-29,2014-08-28,QQQ|SOXX|XLK,QQQ|SOXX|XLK,False,False,False,False,False,
2014-09-30,2014-09-29,QQQ|SOXX|XLK,QQQ|SOXX|XLK,False,False,False,False,False,
2014-10-31,2014-10-30,QQQ|SOXX|VGT,QQQ|SOXX|XLK,False,False,True,False,True,0.0007012449286958183
2014-11-28,2014-11-26,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2014-12-31,2014-12-30,QQQ|SOXX|XLK,QQQ|SOXX|XLK,False,False,False,False,False,
2015-01-30,2015-01-29,QQQ|SOXX|XLK,QQQ|SOXX|XLK,False,False,False,False,False,
2015-02-27,2015-02-26,QQQ|SOXX|XLK,QQQ|SOXX|XLK,False,False,False,False,False,
2015-03-31,2015-03-30,IGV|QQQ|SOXX,IGV|QQQ|SOXX,False,False,False,False,False,
2015-04-30,2015-04-29,IGV|QQQ|SOXX,IGV|QQQ|SOXX,False,False,False,False,False,
2015-05-29,2015-05-28,IGV|QQQ|SOXX,IGV|QQQ|SOXX,False,False,False,False,False,
2015-06-30,2015-06-29,IGV|QQQ|VGT,IGV|QQQ|VGT,False,False,False,False,False,
2015-07-31,2015-07-30,IGV|QQQ|VGT,IGV|QQQ|VGT,False,False,False,False,False,
2015-08-31,2015-08-28,IGV|QQQ|SHY,IGV|QQQ|SHY,True,True,False,False,False,
2015-09-30,2015-09-29,IGV|QQQ|SHY,IGV|QQQ|SHY,True,True,False,False,False,
2015-10-30,2015-10-29,IGV|QQQ|XLK,IGV|QQQ|XLK,False,False,False,False,False,
2015-11-30,2015-11-27,IGV|QQQ|VGT,IGV|QQQ|XLK,False,False,True,False,True,-0.002237586553726828
2015-12-31,2015-12-30,IGV|QQQ|XLK,IGV|QQQ|XLK,True,False,False,True,True,0.07030021149180793
2016-01-29,2016-01-28,IGV|SHY|XLK,QQQ|SHY|XLK,True,True,True,False,False,
2016-02-29,2016-02-26,GLD|SHY|XLK,GLD|SHY|XLK,True,True,False,False,False,
2016-03-31,2016-03-30,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2016-04-29,2016-04-28,GLD|IGV|SHY,GLD|SHY|XLK,False,False,True,False,True,-0.0004912016216172207
2016-05-31,2016-05-27,GLD|IGV|XLK,GLD|IGV|XLK,False,False,False,False,False,
2016-06-30,2016-06-29,GLD|IGV|SOXX,GLD|IGV|XLK,False,False,True,False,True,0.007829050400451384
2016-07-29,2016-07-28,GLD|IGV|SOXX,GLD|IGV|SOXX,False,False,False,False,False,
2016-08-31,2016-08-30,IGV|SOXX|XLK,IGV|SOXX|VGT,False,False,True,False,True,-0.0014551897250030567
2016-09-30,2016-09-29,SOXX|VGT|XLE,IGV|SOXX|VGT,False,False,True,False,True,-0.004360333597998554
2016-10-31,2016-10-28,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2016-11-30,2016-11-29,SOXX|VGT|XLE,SOXX|VGT|XLK,False,False,True,False,True,-0.001596708432811185
2016-12-30,2016-12-29,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2017-01-31,2017-01-30,SOXX|VGT|XLE,SOXX|VGT|XLE,False,False,False,False,False,
2017-02-28,2017-02-27,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2017-03-31,2017-03-30,SOXX|VGT|XLK,IGV|SOXX|VGT,False,False,True,False,True,-0.0036752300078152743
2017-04-28,2017-04-27,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2017-05-31,2017-05-30,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2017-06-30,2017-06-29,IGV|QQQ|VGT,IGV|SOXX|VGT,False,False,True,False,True,-0.001882282361624646
2017-07-31,2017-07-28,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2017-08-31,2017-08-30,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2017-09-29,2017-09-28,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2017-10-31,2017-10-30,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2017-11-30,2017-11-29,IGV|SOXX|VGT,SOXX|VGT|XLK,False,False,True,False,True,-0.005048269915415777
2017-12-29,2017-12-28,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2018-01-31,2018-01-30,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2018-02-28,2018-02-27,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2018-03-29,2018-03-28,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2018-04-30,2018-04-27,IGV|VGT|XLE,IGV|VGT|XLE,False,False,False,False,False,
2018-05-31,2018-05-30,IGV|VGT|XLE,IGV|VGT|XLE,False,False,False,False,False,
2018-06-29,2018-06-28,IGV|VGT|XLK,IGV|VGT|XLK,False,False,False,False,False,
2018-07-31,2018-07-30,IGV|VGT|XLK,IGV|VGT|XLK,False,False,False,False,False,
2018-08-31,2018-08-30,IGV|QQQ|VGT,IGV|VGT|XLK,False,False,True,False,True,-0.0009675381370588126
2018-09-28,2018-09-27,IGV|VGT|XLK,IGV|VGT|XLK,False,False,False,False,False,
2018-10-31,2018-10-30,IGV|QQQ|VGT,IGV|VGT|XLK,True,True,True,False,False,
2018-11-30,2018-11-29,IGV|SHY|VGT,IGV|QQQ|SHY,False,True,True,True,True,-0.00391327286846709
2018-12-31,2018-12-28,IGV|SHY|VGT,GLD|IGV|SHY,True,True,True,False,False,
2019-01-31,2019-01-30,IGV|SHY|VGT,IGV|SHY|VGT,True,True,False,False,False,
2019-02-28,2019-02-27,GLD|IGV|VGT,GLD|IGV|VGT,False,False,False,False,False,
2019-03-29,2019-03-28,IGV|SOXX|VGT,IGV|SHY|VGT,False,False,True,False,True,0.06552016991275339
2019-04-30,2019-04-29,IGV|SOXX|VGT,IGV|SOXX|VGT,False,False,False,False,False,
2019-05-31,2019-05-30,IGV|VGT|XLK,IGV|VGT|XLK,True,False,False,True,True,-0.07517053411639024
2019-06-28,2019-06-27,IGV|SOXX|VGT,IGV|VGT|XLK,False,False,True,False,True,0.0046914928061309
2019-07-31,2019-07-30,IGV|VGT|XLK,SOXX|VGT|XLK,False,False,True,False,True,-0.0016865411413474057
2019-08-30,2019-08-29,GLD|SOXX|VGT,GLD|SOXX|XLK,False,False,True,False,True,-0.0007910207444789706
2019-09-30,2019-09-27,GLD|SOXX|XLK,GLD|SOXX|XLK,False,False,False,False,False,
2019-10-31,2019-10-30,GLD|SOXX|XLK,SOXX|VGT|XLK,False,False,True,False,True,-0.040952774530097616
2019-11-29,2019-11-27,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2019-12-31,2019-12-30,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2020-01-31,2020-01-30,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2020-02-28,2020-02-27,SOXX|VGT|XLK,SOXX|VGT|XLK,True,True,False,False,False,
2020-03-31,2020-03-30,GLD|SHY|XLK,GLD|SHY|XLK,True,True,False,False,False,
2020-04-30,2020-04-29,GLD|QQQ|XLK,GLD|QQQ|XLK,True,True,False,False,False,
2020-05-29,2020-05-28,GLD|SOXX|XLK,GLD|SOXX|XLK,False,False,False,False,False,
2020-06-30,2020-06-29,IGV|QQQ|XLK,IGV|QQQ|XLK,False,False,False,False,False,
2020-07-31,2020-07-30,GLD|QQQ|SOXX,GLD|QQQ|SOXX,False,False,False,False,False,
2020-08-31,2020-08-28,QQQ|VGT|XLK,QQQ|VGT|XLK,False,False,False,False,False,
2020-09-30,2020-09-29,IGV|SOXX|XLK,IGV|QQQ|SOXX,False,False,True,False,True,-0.006529090812906365
2020-10-30,2020-10-29,IGV|SOXX|VGT,IGV|QQQ|SOXX,False,False,True,False,True,0.004591920174674413
2020-11-30,2020-11-27,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2020-12-31,2020-12-30,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2021-01-29,2021-01-28,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2021-02-26,2021-02-25,SOXX|VGT|XLE,IGV|SOXX|XLE,False,False,True,False,True,0.018934348930090994
2021-03-31,2021-03-30,SOXX|VGT|XLE,SOXX|VGT|XLE,False,False,False,False,False,
2021-04-30,2021-04-29,SOXX|VGT|XLE,SOXX|VGT|XLE,False,False,False,False,False,
2021-05-28,2021-05-27,SOXX|XLE|XLK,QQQ|SOXX|XLE,False,False,True,False,True,0.0025707054879549607
2021-06-30,2021-06-29,SOXX|XLE|XLK,QQQ|SOXX|XLE,False,False,True,False,True,0.003468287015998727
2021-07-30,2021-07-29,SOXX|VGT|XLK,VGT|XLE|XLK,False,False,True,False,True,0.00912787015793019
2021-08-31,2021-08-30,IGV|SOXX|XLK,SOXX|VGT|XLK,False,False,True,False,True,0.0003827793806749774
2021-09-30,2021-09-29,QQQ|VGT|XLE,VGT|XLE|XLK,False,False,True,False,True,-0.0015640179872940113
2021-10-29,2021-10-28,IGV|XLE|XLK,IGV|XLE|XLK,False,False,False,False,False,
2021-11-30,2021-11-29,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2021-12-31,2021-12-30,SOXX|XLE|XLK,SOXX|XLE|XLK,False,False,False,False,False,
2022-01-31,2022-01-28,SOXX|XLE|XLK,VGT|XLE|XLK,False,False,True,False,True,0.012928293907873669
2022-02-28,2022-02-25,GLD|SOXX|XLE,SOXX|XLE|XLK,True,True,True,False,False,
2022-03-31,2022-03-30,GLD|XLE|XLK,VGT|XLE|XLK,False,False,True,False,True,0.03759638599809434
2022-04-29,2022-04-28,GLD|XLE|XLK,GLD|XLE|XLK,True,True,False,False,False,
2022-05-31,2022-05-27,GLD|XLE|XLK,GLD|XLE|XLK,True,True,False,False,False,
2022-06-30,2022-06-29,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2022-07-29,2022-07-28,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2022-08-31,2022-08-30,GLD|SHY|XLE,SHY|XLE|XLK,True,True,True,False,False,
2022-09-30,2022-09-29,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2022-10-31,2022-10-28,SHY|XLE|XLK,SHY|XLE|XLK,True,True,False,False,False,
2022-11-30,2022-11-29,SHY|XLE|XLK,GLD|SHY|XLE,False,True,True,True,True,-0.007083316819197861
2022-12-30,2022-12-29,GLD|SHY|XLE,GLD|SHY|XLE,True,True,False,False,False,
2023-01-31,2023-01-30,GLD|SOXX|XLE,GLD|SHY|XLE,False,False,True,False,True,-0.027301533228825878
2023-02-28,2023-02-27,GLD|SHY|XLE,GLD|SHY|XLE,False,False,False,False,False,
2023-03-31,2023-03-30,GLD|SOXX|XLK,GLD|SOXX|XLE,False,False,True,False,True,-0.007463593609459354
2023-04-28,2023-04-27,SOXX|VGT|XLK,GLD|SOXX|XLK,False,False,True,False,True,0.04375744190736666
2023-05-31,2023-05-30,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2023-06-30,2023-06-29,SOXX|VGT|XLK,QQQ|SOXX|XLK,False,False,True,False,True,-0.003829806348540875
2023-07-31,2023-07-28,SOXX|VGT|XLK,QQQ|SOXX|XLK,False,False,True,False,True,-0.003038551762189156
2023-08-31,2023-08-30,QQQ|SOXX|XLK,QQQ|SOXX|XLK,False,False,False,False,False,
2023-09-29,2023-09-28,IGV|SOXX|XLK,IGV|SOXX|XLE,False,False,True,False,True,0.022554188483000323
2023-10-31,2023-10-30,QQQ|SOXX|XLK,QQQ|SOXX|XLK,True,True,False,False,False,
2023-11-30,2023-11-29,IGV|QQQ|XLK,IGV|QQQ|XLK,False,False,False,False,False,
2023-12-29,2023-12-28,IGV|SOXX|XLK,IGV|SOXX|XLK,False,False,False,False,False,
2024-01-31,2024-01-30,IGV|SOXX|XLK,IGV|SOXX|XLK,False,False,False,False,False,
2024-02-29,2024-02-28,IGV|SOXX|XLK,IGV|SOXX|XLK,False,False,False,False,False,
2024-03-28,2024-03-27,IGV|SOXX|XLK,IGV|SOXX|XLK,False,False,False,False,False,
2024-04-30,2024-04-29,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2024-05-31,2024-05-30,QQQ|SOXX|VGT,QQQ|SOXX|VGT,False,False,False,False,False,
2024-06-28,2024-06-27,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2024-07-31,2024-07-30,GLD|SOXX|VGT,GLD|SOXX|VGT,False,False,False,False,False,
2024-08-30,2024-08-29,GLD|QQQ|VGT,GLD|QQQ|VGT,False,False,False,False,False,
2024-09-30,2024-09-27,GLD|QQQ|VGT,GLD|QQQ|VGT,False,False,False,False,False,
2024-10-31,2024-10-30,GLD|QQQ|VGT,SOXX|VGT|XLK,False,False,True,False,True,-0.02409451206036125
2024-11-29,2024-11-27,GLD|IGV|VGT,GLD|IGV|VGT,False,False,False,False,False,
2024-12-31,2024-12-30,GLD|IGV|VGT,GLD|IGV|VGT,False,False,False,False,False,
2025-01-31,2025-01-30,GLD|IGV|QQQ,GLD|IGV|QQQ,False,False,False,False,False,
2025-02-28,2025-02-27,GLD|IGV|QQQ,GLD|IGV|QQQ,False,False,False,False,False,
2025-03-31,2025-03-28,GLD|QQQ|SHY,GLD|QQQ|SHY,True,True,False,False,False,
2025-04-30,2025-04-29,GLD|IGV|QQQ,GLD|IGV|QQQ,True,True,False,False,False,
2025-05-30,2025-05-29,GLD|IGV|QQQ,GLD|QQQ|VGT,False,False,True,False,True,-0.0092485207670671
2025-06-30,2025-06-27,GLD|IGV|XLK,GLD|IGV|QQQ,False,False,True,False,True,0.003168551567933983
2025-07-31,2025-07-30,GLD|VGT|XLK,GLD|VGT|XLK,False,False,False,False,False,
2025-08-29,2025-08-28,GLD|VGT|XLK,GLD|SOXX|VGT,False,False,True,False,True,-0.009672980698021222
2025-09-30,2025-09-29,IGV|VGT|XLK,IGV|VGT|XLK,False,False,False,False,False,
2025-10-31,2025-10-30,GLD|SOXX|VGT,GLD|SOXX|VGT,False,False,False,False,False,
2025-11-28,2025-11-26,GLD|SOXX|XLK,GLD|SOXX|XLK,False,False,False,False,False,
2025-12-31,2025-12-30,GLD|SOXX|XLK,GLD|SOXX|XLK,False,False,False,False,False,
2026-01-30,2026-01-29,GLD|SOXX|XLK,GLD|SOXX|XLK,False,False,False,False,False,
2026-02-27,2026-02-26,GLD|SOXX|XLE,GLD|SOXX|XLE,False,False,False,False,False,
2026-03-31,2026-03-30,GLD|SOXX|XLE,GLD|SOXX|XLE,True,True,False,False,False,
2026-04-30,2026-04-29,SOXX|XLE|XLK,SOXX|XLE|XLK,False,False,False,False,False,
2026-05-29,2026-05-28,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
2026-06-30,2026-06-29,SOXX|VGT|XLK,SOXX|VGT|XLK,False,False,False,False,False,
